消息发生时间,[消息发布时间][时间_系统RTC],[消息发布者ID][功能单元ID],[主备状态],[数据生成时间][时间_任务时间],[数据生成时间1][时间_任务时间],[有效性_俯仰角],[有效性_横滚角],[有效性_真航角],[有效性_俯仰角速率],[有效性_横滚角速率],[有效性_航向角速率],[有效性_俯仰角加速度],[有效性_横滚角加速度],[有效性_航向角加速度],[有效性_速度北向],[有效性_速度西向],[有效性_速度天向],[有效性_加速度北向],[有效性_加速度西向],[有效性_加速度天向],[有效性_惯性攻角],[有效性_惯性侧滑角],[有效性_偏流角],[有效性_航迹角],[有效性_位置],[有效性_惯性气压高度],[有效性_地速],[载机俯仰角][_角度_毫弧度],[载机横滚角][_角度_毫弧度],[载机真航角][_角度_毫弧度],[载机俯仰角速率][_角速率],[载机横滚角速率][_角速率],[载机航向角速率][_角速率],[载机俯仰角加速度][_角加速度],[载机横滚角加速度][_角加速度],[载机航向角加速度][_角加速度],[载机平台系速度][速度_北向][_速度],[载机平台系速度][速度_西向][_速度],[载机平台系速度][速度_天向][_速度],[载机平台系加速度][加速度_北向][_加速度],[载机平台系加速度][加速度_西向][_加速度],[载机平台系加速度][加速度_天向][_加速度],[载机惯性攻角][_角度_毫弧度],[载机侧滑角][_角度_毫弧度],[载机偏流角][_角度_毫弧度],[载机航迹角][_角度_毫弧度],[载机爬升角][_角度_毫弧度],[载机位置数据][_纬度],[载机位置数据][_经度],[载机惯性气压高度][_高度],[载机惯性气压参考高度][_高度],[载机地速][_速度]
13:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.63558185,3.980418993,1650,0.267498829,-0.302593203,50,0.1,0.1,0.1,276,-16.5,6.3,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9013,116.4013,4130,4000,276.4927666
13:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.687151,3.949961157,1660,0.248175452,-0.306558426,50,0.1,0.1,0.1,276.4,-16.6,6.32,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90132,116.40132,4132,4000,276.8980318
13:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.73484542,3.919108329,1670,0.228752808,-0.310492994,50,0.1,0.1,0.1,276.8,-16.7,6.34,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90134,116.40134,4134,4000,277.3033177
13:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.77864602,3.887863594,1680,0.209238666,-0.314396512,50,0.1,0.1,0.1,277.2,-16.8,6.36,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90136,116.40136,4136,4000,277.7086243
13:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.8185353,3.856230075,1690,0.189640831,-0.318268591,50,0.1,0.1,0.1,277.6,-16.9,6.38,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90138,116.40138,4138,4000,278.1139515
14:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.8544973,3.824210936,1700,0.169967143,-0.322108844,50,0.1,0.1,0.1,278,-17,6.4,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9014,116.4014,4140,4000,278.5192992
14:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.88651763,3.79180938,1710,0.15022547,-0.325916886,50,0.1,0.1,0.1,278.4,-17.1,6.42,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90142,116.40142,4142,4000,278.9246672
14:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.91458348,3.759028646,1720,0.130423709,-0.329692336,50,0.1,0.1,0.1,278.8,-17.2,6.44,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90144,116.40144,4144,4000,279.3300557
14:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.93868363,3.725872012,1730,0.11056978,-0.333434818,50,0.1,0.1,0.1,279.2,-17.3,6.46,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90146,116.40146,4146,4000,279.7354643
14:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.95880845,3.692342794,1740,0.090671624,-0.337143956,50,0.1,0.1,0.1,279.6,-17.4,6.48,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90148,116.40148,4148,4000,280.1408931
15:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.97494987,3.658444344,1750,0.070737202,-0.34081938,50,0.1,0.1,0.1,280,-17.5,6.5,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9015,116.4015,4150,4000,280.546342
15:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.98710144,3.624180054,1760,0.050774485,-0.344460723,50,0.1,0.1,0.1,280.4,-17.6,6.52,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90152,116.40152,4152,4000,280.9518108
15:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.99525831,3.589553348,1770,0.030791459,-0.348067619,50,0.1,0.1,0.1,280.8,-17.7,6.54,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90154,116.40154,4154,4000,281.3572995
15:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.9994172,3.55456769,1780,0.010796117,-0.35163971,50,0.1,0.1,0.1,281.2,-17.8,6.56,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90156,116.40156,4156,4000,281.762808
15:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.99957646,3.519226578,1790,-0.009203543,-0.355176636,50,0.1,0.1,0.1,281.6,-17.9,6.58,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90158,116.40158,4158,4000,282.1683363
16:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.99573603,3.483533547,1800,-0.029199522,-0.358678045,50,0.1,0.1,0.1,282,-18,6.6,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9016,116.4016,4160,4000,282.5738841
16:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.98789743,3.447492165,1810,-0.049183822,-0.362143587,50,0.1,0.1,0.1,282.4,-18.1,6.62,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90162,116.40162,4162,4000,282.9794516
16:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.97606381,3.411106036,1820,-0.069148449,-0.365572915,50,0.1,0.1,0.1,282.8,-18.2,6.64,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90164,116.40164,4164,4000,283.3850384
16:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.9602399,3.3743788,1830,-0.089085417,-0.368965686,50,0.1,0.1,0.1,283.2,-18.3,6.66,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90166,116.40166,4166,4000,283.7906447
16:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.94043202,3.337314129,1840,-0.108986752,-0.37232156,50,0.1,0.1,0.1,283.6,-18.4,6.68,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90168,116.40168,4168,4000,284.1962702
17:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.9166481,3.299915729,1850,-0.128844494,-0.375640203,50,0.1,0.1,0.1,284,-18.5,6.7,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9017,116.4017,4170,4000,284.601915
17:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.88889766,3.262187341,1860,-0.1486507,-0.378921281,50,0.1,0.1,0.1,284.4,-18.6,6.72,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90172,116.40172,4172,4000,285.0075788
17:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.85719179,3.224132736,1870,-0.168397448,-0.382164469,50,0.1,0.1,0.1,284.8,-18.7,6.74,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90174,116.40174,4174,4000,285.4132618
17:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.82154317,3.185755721,1880,-0.188076839,-0.385369439,50,0.1,0.1,0.1,285.2,-18.8,6.76,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90176,116.40176,4176,4000,285.8189637
17:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.78196607,3.147060133,1890,-0.207681002,-0.388535874,50,0.1,0.1,0.1,285.6,-18.9,6.78,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90178,116.40178,4178,4000,286.2246845
18:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.73847631,3.108049841,1900,-0.227202095,-0.391663455,50,0.1,0.1,0.1,286,-19,6.8,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9018,116.4018,4180,4000,286.6304241
18:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.69109129,3.068728747,1910,-0.24663231,-0.39475187,50,0.1,0.1,0.1,286.4,-19.1,6.82,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90182,116.40182,4182,4000,287.0361824
18:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.63982996,3.029100783,1920,-0.265963876,-0.39780081,50,0.1,0.1,0.1,286.8,-19.2,6.84,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90184,116.40184,4184,4000,287.4419594
18:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.58471283,2.989169911,1930,-0.285189059,-0.40080997,50,0.1,0.1,0.1,287.2,-19.3,6.86,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90186,116.40186,4186,4000,287.8477549
18:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.52576194,2.948940125,1940,-0.304300171,-0.40377905,50,0.1,0.1,0.1,287.6,-19.4,6.88,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90188,116.40188,4188,4000,288.2535689
19:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.46300088,2.908415447,1950,-0.323289567,-0.406707752,50,0.1,0.1,0.1,288,-19.5,6.9,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9019,116.4019,4190,4000,288.6594014
19:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.39645474,2.86759993,1960,-0.342149651,-0.409595784,50,0.1,0.1,0.1,288.4,-19.6,6.92,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90192,116.40192,4192,4000,289.0652521
19:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.32615014,2.826497656,1970,-0.36087288,-0.412442857,50,0.1,0.1,0.1,288.8,-19.7,6.94,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90194,116.40194,4194,4000,289.4711212
19:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.25211521,2.785112734,1980,-0.379451765,-0.415248685,50,0.1,0.1,0.1,289.2,-19.8,6.96,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90196,116.40196,4196,4000,289.8770084
19:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.17437955,2.743449303,1990,-0.397878874,-0.418012989,50,0.1,0.1,0.1,289.6,-19.9,6.98,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90198,116.40198,4198,4000,290.2829137
20:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.09297427,2.701511529,2000,-0.416146837,-0.420735492,50,0.1,0.1,0.1,290,-20,7,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.902,116.402,4200,4000,290.6888371
20:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.00793192,2.659303607,2010,-0.434248346,-0.423415922,50,0.1,0.1,0.1,290.4,-20.1,7.02,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90202,116.40202,4202,4000,291.0947784
20:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,58.91928651,2.616829756,2020,-0.452176162,-0.426054011,50,0.1,0.1,0.1,290.8,-20.2,7.04,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90204,116.40204,4204,4000,291.5007376
20:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,58.82707351,2.574094225,2030,-0.469923114,-0.428649495,50,0.1,0.1,0.1,291.2,-20.3,7.06,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90206,116.40206,4206,4000,291.9067146
20:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,58.7313298,2.531101286,2040,-0.487482102,-0.431202114,50,0.1,0.1,0.1,291.6,-20.4,7.08,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90208,116.40208,4208,4000,292.3127093
21:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,58.63209367,2.487855239,2050,-0.504846105,-0.433711613,50,0.1,0.1,0.1,292,-20.5,7.1,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9021,116.4021,4210,4000,292.7187216
21:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,58.52940482,2.444360409,2060,-0.522008175,-0.436177741,50,0.1,0.1,0.1,292.4,-20.6,7.12,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90212,116.40212,4212,4000,293.1247516
21:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,58.42330432,2.400621145,2070,-0.538961449,-0.438600252,50,0.1,0.1,0.1,292.8,-20.7,7.14,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90214,116.40214,4214,4000,293.5307991
21:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,58.31383461,2.356641821,2080,-0.555699146,-0.440978903,50,0.1,0.1,0.1,293.2,-20.8,7.16,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90216,116.40216,4216,4000,293.936864
21:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,58.20103948,2.312426834,2090,-0.572214571,-0.443313457,50,0.1,0.1,0.1,293.6,-20.9,7.18,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90218,116.40218,4218,4000,294.3429462
22:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,58.08496404,2.267980607,2100,-0.588501117,-0.44560368,50,0.1,0.1,0.1,294,-21,7.2,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9022,116.4022,4220,4000,294.7490458
22:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,57.96565472,2.223307584,2110,-0.604552271,-0.447849343,50,0.1,0.1,0.1,294.4,-21.1,7.22,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90222,116.40222,4222,4000,295.1551626
22:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,57.84315925,2.178412231,2120,-0.620361612,-0.450050221,50,0.1,0.1,0.1,294.8,-21.2,7.24,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90224,116.40224,4224,4000,295.5612965
22:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,57.71752662,2.13329904,2130,-0.635922817,-0.452206095,50,0.1,0.1,0.1,295.2,-21.3,7.26,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90226,116.40226,4226,4000,295.9674475
22:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,57.58880708,2.08797252,2140,-0.651229661,-0.454316748,50,0.1,0.1,0.1,295.6,-21.4,7.28,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90228,116.40228,4228,4000,296.3736156
23:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,57.45705212,2.042437204,2150,-0.666276021,-0.45638197,50,0.1,0.1,0.1,296,-21.5,7.3,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9023,116.4023,4230,4000,296.7798005
23:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,57.32231444,1.996697647,2160,-0.681055881,-0.458401554,50,0.1,0.1,0.1,296.4,-21.6,7.32,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90232,116.40232,4232,4000,297.1860024
23:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,57.18464793,1.950758422,2170,-0.695563326,-0.460375299,50,0.1,0.1,0.1,296.8,-21.7,7.34,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90234,116.40234,4234,4000,297.592221
23:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,57.04410766,1.904624122,2180,-0.709792556,-0.462303006,50,0.1,0.1,0.1,297.2,-21.8,7.36,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90236,116.40236,4236,4000,297.9984564
23:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,56.90074984,1.858299361,2190,-0.723737879,-0.464184484,50,0.1,0.1,0.1,297.6,-21.9,7.38,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90238,116.40238,4238,4000,298.4047084
24:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,56.75463181,1.811788772,2200,-0.737393716,-0.466019543,50,0.1,0.1,0.1,298,-22,7.4,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9024,116.4024,4240,4000,298.810977
24:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,56.60581201,1.765097006,2210,-0.750754605,-0.467808001,50,0.1,0.1,0.1,298.4,-22.1,7.42,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90242,116.40242,4242,4000,299.2172622
24:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,56.45434998,1.718228732,2220,-0.763815202,-0.469549678,50,0.1,0.1,0.1,298.8,-22.2,7.44,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90244,116.40244,4244,4000,299.6235638
24:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,56.3003063,1.671188636,2230,-0.776570284,-0.471244401,50,0.1,0.1,0.1,299.2,-22.3,7.46,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90246,116.40246,4246,4000,300.0298818
24:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,56.14374258,1.623981422,2240,-0.789014747,-0.472892,50,0.1,0.1,0.1,299.6,-22.4,7.48,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90248,116.40248,4248,4000,300.4362162
25:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,55.98472144,1.576611812,2250,-0.801143616,-0.47449231,50,0.1,0.1,0.1,300,-22.5,7.5,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9025,116.4025,4250,4000,300.8425668
25:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,55.8233065,1.529084542,2260,-0.812952037,-0.476045171,50,0.1,0.1,0.1,300.4,-22.6,7.52,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90252,116.40252,4252,4000,301.2489336
25:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,55.6595623,1.481404365,2270,-0.824435289,-0.477550428,50,0.1,0.1,0.1,300.8,-22.7,7.54,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90254,116.40254,4254,4000,301.6553165
25:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,55.49355436,1.433576048,2280,-0.835588777,-0.47900793,50,0.1,0.1,0.1,301.2,-22.8,7.56,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90256,116.40256,4256,4000,302.0617155
25:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,55.32534908,1.385604375,2290,-0.846408041,-0.480417532,50,0.1,0.1,0.1,301.6,-22.9,7.58,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90258,116.40258,4258,4000,302.4681306
26:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,55.15501372,1.337494143,2300,-0.856888753,-0.481779093,50,0.1,0.1,0.1,302,-23,7.6,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9026,116.4026,4260,4000,302.8745615
26:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,54.98261642,1.289250163,2310,-0.867026721,-0.483092476,50,0.1,0.1,0.1,302.4,-23.1,7.62,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90262,116.40262,4262,4000,303.2810083
26:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,54.80822615,1.240877258,2320,-0.87681789,-0.48435755,50,0.1,0.1,0.1,302.8,-23.2,7.64,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90264,116.40264,4264,4000,303.6874709
26:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,54.63191265,1.192380267,2330,-0.886258344,-0.485574189,50,0.1,0.1,0.1,303.2,-23.3,7.66,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90266,116.40266,4266,4000,304.0939493
