flightTime,trackId,planId,lng,lat,alt,heading,pitch,roll
2026-06-04 10:02:37.500,drone_002,PLAN1,103.952595,30.743885,2414.8,40.49,2.51,0.59
2026-06-04 10:02:38.000,drone_001,PLAN1,104.14043,30.605194,2901.0,98.68,3.09,-0.35
2026-06-04 10:02:38.000,drone_002,PLAN1,103.952879,30.74398,2420.5,40.52,3.8,0.24
2026-06-04 10:02:38.500,drone_001,PLAN1,104.140622,30.605321,2906.3,99.17,3.46,-0.43
2026-06-04 10:02:38.500,drone_002,PLAN1,103.952992,30.744119,2424.9,40.35,3.75,-0.54
2026-06-04 10:02:39.000,drone_001,PLAN1,104.140855,30.605408,2910.4,98.66,3.73,0.51
2026-06-04 10:02:39.000,drone_002,PLAN1,103.953168,30.744283,2429.3,40.57,3.78,-0.24
2026-06-04 10:02:39.500,drone_001,PLAN1,104.141112,30.605539,2914.2,98.71,3.92,0.13
2026-06-04 10:02:39.500,drone_002,PLAN1,103.953368,30.744438,2431.7,40.94,3.08,-0.18
2026-06-04 10:02:40.000,drone_001,PLAN1,104.141236,30.605651,2919.3,99.28,4.44,0.48
2026-06-04 10:02:40.000,drone_002,PLAN1,103.953465,30.744613,2435.4,40.45,3.91,-0.59
2026-06-04 10:02:40.500,drone_001,PLAN1,104.1415,30.605798,2922.1,98.98,3.83,-0.22
2026-06-04 10:02:40.500,drone_002,PLAN1,103.953665,30.744715,2436.3,40.0,3.34,-0.19
2026-06-04 10:02:41.000,drone_001,PLAN1,104.141767,30.605874,2923.0,98.91,3.98,-0.72
2026-06-04 10:02:41.000,drone_002,PLAN1,103.953787,30.744824,2442.1,40.07,3.63,0.33
2026-06-04 10:02:41.500,drone_001,PLAN1,104.141962,30.605984,2929.2,99.09,4.7,0.16
2026-06-04 10:02:41.500,drone_002,PLAN1,103.953962,30.745046,2444.7,40.84,3.3,-0.39
2026-06-04 10:02:42.000,drone_001,PLAN1,104.142219,30.606066,2934.4,98.7,3.93,0.34
2026-06-04 10:02:42.000,drone_002,PLAN1,103.954156,30.7451,2446.5,40.79,3.33,-0.41
2026-06-04 10:02:42.500,drone_001,PLAN1,104.142401,30.606199,2938.3,98.64,4.38,0.54
2026-06-04 10:02:42.500,drone_002,PLAN1,103.954292,30.745289,2450.5,40.33,3.96,-0.66
2026-06-04 10:02:43.000,drone_001,PLAN1,104.142693,30.6063,2940.7,98.66,3.9,-0.44
2026-06-04 10:02:43.000,drone_002,PLAN1,103.954509,30.745405,2451.3,41.0,3.76,-0.36
2026-06-04 10:02:43.500,drone_001,PLAN1,104.14287,30.606404,2944.7,98.81,3.72,-0.11
2026-06-04 10:02:43.500,drone_002,PLAN1,103.954655,30.745595,2455.8,40.55,3.95,-0.53
2026-06-04 10:02:44.000,drone_001,PLAN1,104.143015,30.60654,2949.7,99.06,4.36,-0.01
2026-06-04 10:02:44.000,drone_002,PLAN1,103.954818,30.745649,2458.7,40.56,3.12,-0.35
2026-06-04 10:02:44.500,drone_001,PLAN1,104.143375,30.606664,2951.6,99.63,3.61,0.06
2026-06-04 10:02:44.500,drone_002,PLAN1,103.955001,30.745805,2458.5,40.32,3.28,-0.15
2026-06-04 10:02:45.000,drone_001,PLAN1,104.14353,30.606775,2954.7,99.27,3.6,-1.08
2026-06-04 10:02:45.000,drone_002,PLAN1,103.955172,30.746021,2463.1,40.44,3.42,-0.13
2026-06-04 10:02:45.500,drone_001,PLAN1,104.143765,30.606882,2956.9,99.67,4.09,-0.11
2026-06-04 10:02:45.500,drone_002,PLAN1,103.955329,30.746117,2465.7,40.18,4.15,-0.51
2026-06-04 10:02:46.000,drone_001,PLAN1,104.143935,30.606967,2959.6,99.75,3.15,-0.09
2026-06-04 10:02:46.000,drone_002,PLAN1,103.95552,30.746195,2467.2,40.32,3.17,-0.78
2026-06-04 10:02:46.500,drone_001,PLAN1,104.144222,30.607105,2962.4,99.1,3.65,-0.33
2026-06-04 10:02:46.500,drone_002,PLAN1,103.955659,30.746386,2470.9,40.35,4.42,-0.68
2026-06-04 10:02:47.000,drone_001,PLAN1,104.144439,30.607185,2965.7,99.19,4.68,0.16
2026-06-04 10:02:47.000,drone_002,PLAN1,103.955813,30.746531,2472.5,40.01,3.36,-0.22
2026-06-04 10:02:47.500,drone_001,PLAN1,104.144699,30.607295,2967.2,99.47,3.34,-0.12
2026-06-04 10:02:47.500,drone_002,PLAN1,103.955983,30.746651,2474.5,40.66,3.31,-0.2
2026-06-04 10:02:48.000,drone_001,PLAN1,104.144904,30.607435,2970.2,99.99,4.05,-0.42
2026-06-04 10:02:48.000,drone_002,PLAN1,103.956147,30.746808,2475.5,40.88,3.31,-0.62
2026-06-04 10:02:48.500,drone_001,PLAN1,104.145099,30.607566,2973.0,99.45,3.16,-0.26
2026-06-04 10:02:48.500,drone_002,PLAN1,103.956331,30.746983,2479.0,39.89,3.62,-0.48
2026-06-04 10:02:49.000,drone_001,PLAN1,104.145346,30.607642,2977.5,99.39,3.03,-0.28
2026-06-04 10:02:49.000,drone_002,PLAN1,103.956513,30.74712,2479.8,40.0,2.96,-1.23
2026-06-04 10:02:49.500,drone_001,PLAN1,104.1455,30.607764,2977.2,99.58,4.27,-0.8
2026-06-04 10:02:49.500,drone_002,PLAN1,103.956659,30.747217,2484.1,39.79,3.43,0.14
2026-06-04 10:02:50.000,drone_001,PLAN1,104.145827,30.607842,2979.9,99.48,3.64,0.21
2026-06-04 10:02:50.000,drone_002,PLAN1,103.956824,30.747364,2482.4,40.1,3.07,0.24
2026-06-04 10:02:50.500,drone_001,PLAN1,104.145986,30.607957,2980.8,99.85,4.39,0.7
2026-06-04 10:02:50.500,drone_002,PLAN1,103.957009,30.74749,2485.3,40.81,4.19,-0.35
2026-06-04 10:02:51.000,drone_001,PLAN1,104.146219,30.60807,2983.7,99.46,4.75,0.31
2026-06-04 10:02:51.000,drone_002,PLAN1,103.957139,30.747635,2486.7,40.37,3.59,0.22
2026-06-04 10:02:51.500,drone_001,PLAN1,104.146397,30.608235,2986.4,99.63,3.75,-0.24
2026-06-04 10:02:51.500,drone_002,PLAN1,103.957319,30.747711,2486.8,40.45,3.89,-0.82
2026-06-04 10:02:52.000,drone_001,PLAN1,104.146644,30.608327,2989.4,99.39,3.85,-0.18
2026-06-04 10:02:52.000,drone_002,PLAN1,103.957497,30.747906,2489.7,40.22,3.79,-0.59
2026-06-04 10:02:52.500,drone_001,PLAN1,104.14684,30.608392,2989.1,99.79,4.05,0.05
2026-06-04 10:02:52.500,drone_002,PLAN1,103.95767,30.748019,2490.3,40.05,3.4,-0.53
2026-06-04 10:02:53.000,drone_001,PLAN1,104.147139,30.608534,2990.8,99.26,3.18,0.69
2026-06-04 10:02:53.000,drone_002,PLAN1,103.957791,30.748134,2493.3,40.41,2.88,-0.09
2026-06-04 10:02:53.500,drone_001,PLAN1,104.147326,30.608634,2991.4,99.84,4.32,0.05
2026-06-04 10:02:53.500,drone_002,PLAN1,103.958015,30.748315,2492.0,39.82,4.66,-0.08
2026-06-04 10:02:54.000,drone_001,PLAN1,104.147608,30.608727,2994.7,99.29,4.02,-0.45
2026-06-04 10:02:54.000,drone_002,PLAN1,103.958167,30.748465,2492.9,40.08,3.58,0.49
2026-06-04 10:02:54.500,drone_001,PLAN1,104.147814,30.608874,2993.9,99.32,2.24,0.2
2026-06-04 10:02:54.500,drone_002,PLAN1,103.958296,30.748589,2495.9,40.09,4.14,-0.75
2026-06-04 10:02:55.000,drone_001,PLAN1,104.147978,30.608966,2995.0,99.96,4.19,0.01
2026-06-04 10:02:55.000,drone_002,PLAN1,103.958504,30.748743,2493.8,40.16,3.78,0.76
2026-06-04 10:02:55.500,drone_001,PLAN1,104.14823,30.609121,2997.6,100.13,3.44,0.34
2026-06-04 10:02:55.500,drone_002,PLAN1,103.958673,30.748849,2498.3,40.38,4.01,-0.15
2026-06-04 10:02:56.000,drone_001,PLAN1,104.148387,30.60923,2996.7,99.66,3.93,0.17
2026-06-04 10:02:56.000,drone_002,PLAN1,103.95889,30.748993,2498.3,39.87,4.53,0.33
2026-06-04 10:02:56.500,drone_001,PLAN1,104.148684,30.609255,2997.2,99.61,3.46,-0.51
2026-06-04 10:02:56.500,drone_002,PLAN1,103.958978,30.749252,2497.1,40.72,2.99,0.12
2026-06-04 10:02:57.000,drone_001,PLAN1,104.148922,30.609468,2998.3,99.5,4.54,-0.53
2026-06-04 10:02:57.000,drone_002,PLAN1,103.959139,30.749296,2499.9,40.24,3.52,-0.17
2026-06-04 10:02:57.500,drone_001,PLAN1,104.149095,30.609568,2999.9,100.32,3.85,-0.3
2026-06-04 10:02:57.500,drone_002,PLAN1,103.959375,30.749499,2499.8,40.35,3.83,0.07
2026-06-04 10:02:58.000,drone_001,PLAN1,104.149384,30.609695,2999.6,100.07,3.57,-0.42
2026-06-04 10:02:58.000,drone_002,PLAN1,103.959425,30.749582,2499.0,40.05,3.61,0.55
2026-06-04 10:02:58.500,drone_001,PLAN1,104.149571,30.60978,2998.2,100.19,4.37,0.49
2026-06-04 10:02:58.500,drone_002,PLAN1,103.959686,30.749718,2497.9,39.21,3.05,0.45
2026-06-04 10:02:59.000,drone_001,PLAN1,104.149778,30.60986,2997.6,100.27,4.05,0.54
2026-06-04 10:02:59.000,drone_002,PLAN1,103.959868,30.749876,2501.3,40.14,3.43,-1.03
2026-06-04 10:02:59.500,drone_001,PLAN1,104.150007,30.610015,3000.7,99.81,4.18,0.42
2026-06-04 10:02:59.500,drone_002,PLAN1,103.960014,30.750052,2499.0,40.27,3.04,-0.41
2026-06-04 10:03:00.000,drone_001,PLAN2,104.149983,30.609967,3000.4,100.5,0.15,28.34
2026-06-04 10:03:00.000,drone_002,PLAN2,103.960009,30.749942,2500.3,39.75,0.01,25.62
2026-06-04 10:03:00.500,drone_001,PLAN2,104.149996,30.60903,3000.7,100.73,0.19,27.97
2026-06-04 10:03:00.500,drone_002,PLAN2,103.959266,30.749484,2499.7,38.8,0.51,25.47
2026-06-04 10:03:01.000,drone_001,PLAN2,104.150012,30.608073,3000.9,101.52,0.05,28.37
2026-06-04 10:03:01.000,drone_002,PLAN2,103.958593,30.749111,2500.0,38.54,-0.67,25.52
2026-06-04 10:03:01.500,drone_001,PLAN2,104.150107,30.607138,3000.5,102.58,-0.5,27.04
2026-06-04 10:03:01.500,drone_002,PLAN2,103.957831,30.748621,2499.1,37.93,0.15,25.57
2026-06-04 10:03:02.000,drone_001,PLAN2,104.1501,30.606142,3000.7,103.19,-0.43,28.64
2026-06-04 10:03:02.000,drone_002,PLAN2,103.957141,30.748133,2499.2,36.73,0.15,25.55
2026-06-04 10:03:02.500,drone_001,PLAN2,104.15018,30.605219,2999.6,103.88,-0.17,27.23
2026-06-04 10:03:02.500,drone_002,PLAN2,103.956417,30.747702,2500.3,36.47,-0.51,26.35
2026-06-04 10:03:03.000,drone_001,PLAN2,104.150142,30.604214,2998.4,104.97,0.32,27.8
2026-06-04 10:03:03.000,drone_002,PLAN2,103.955744,30.747222,2497.7,35.6,0.68,25.71
2026-06-04 10:03:03.500,drone_001,PLAN2,104.150186,30.603249,2998.8,105.1,0.38,28.04
2026-06-04 10:03:03.500,drone_002,PLAN2,103.955017,30.746805,2499.5,34.42,-0.13,25.26
2026-06-04 10:03:04.000,drone_001,PLAN2,104.150237,30.602361,3001.0,105.61,0.49,27.94
2026-06-04 10:03:04.000,drone_002,PLAN2,103.954257,30.746229,2500.5,33.73,1.13,26.71
2026-06-04 10:03:04.500,drone_001,PLAN2,104.150233,30.601364,3000.1,106.54,-0.26,28.13
2026-06-04 10:03:04.500,drone_002,PLAN2,103.95359,30.745827,2499.8,33.38,0.72,25.14
2026-06-04 10:03:05.000,drone_001,PLAN2,104.150286,30.600413,3000.6,107.24,0.28,27.19
2026-06-04 10:03:05.000,drone_002,PLAN2,103.952876,30.745363,2500.9,32.51,0.15,25.41
2026-06-04 10:03:05.500,drone_001,PLAN2,104.150322,30.599447,2998.8,108.29,-0.74,28.22
2026-06-04 10:03:05.500,drone_002,PLAN2,103.952182,30.744883,2499.3,31.8,-0.18,25.65
2026-06-04 10:03:06.000,drone_001,PLAN2,104.150334,30.598547,2999.1,109.42,-0.37,28.95
2026-06-04 10:03:06.000,drone_002,PLAN2,103.951495,30.744489,2501.0,31.49,0.19,25.22
2026-06-04 10:03:06.500,drone_001,PLAN2,104.150413,30.59756,3000.4,109.5,0.53,27.55
2026-06-04 10:03:06.500,drone_002,PLAN2,103.950757,30.743989,2501.4,30.36,0.36,26.18
2026-06-04 10:03:07.000,drone_001,PLAN2,104.150452,30.596658,3000.0,110.12,-0.07,28.31
2026-06-04 10:03:07.000,drone_002,PLAN2,103.95003,30.743533,2500.2,29.7,-0.51,25.18
2026-06-04 10:03:07.500,drone_001,PLAN2,104.150448,30.595706,2997.9,111.25,0.02,28.4
2026-06-04 10:03:07.500,drone_002,PLAN2,103.949288,30.743065,2499.2,28.6,-0.1,25.6
2026-06-04 10:03:08.000,drone_001,PLAN2,104.150523,30.594756,2999.9,111.97,-0.75,28.1
2026-06-04 10:03:08.000,drone_002,PLAN2,103.948578,30.742619,2499.4,28.26,-0.19,26.05
2026-06-04 10:03:08.500,drone_001,PLAN2,104.15052,30.593852,2998.8,113.19,-1.04,28.99
2026-06-04 10:03:08.500,drone_002,PLAN2,103.947903,30.742155,2499.5,26.76,0.16,26.67
2026-06-04 10:03:09.000,drone_001,PLAN2,104.150521,30.592912,2998.7,113.46,-0.11,28.26
2026-06-04 10:03:09.000,drone_002,PLAN2,103.947155,30.741732,2501.0,26.13,0.16,25.98
2026-06-04 10:03:09.500,drone_001,PLAN2,104.150574,30.591938,2998.2,114.07,-0.65,28.08
2026-06-04 10:03:09.500,drone_002,PLAN2,103.946488,30.741281,2502.2,25.4,0.41,25.98
2026-06-04 10:03:10.000,drone_001,PLAN2,104.150655,30.591072,2998.4,115.17,-0.12,28.36
2026-06-04 10:03:10.000,drone_002,PLAN2,103.945831,30.740797,2502.3,24.53,-0.37,25.28
2026-06-04 10:03:10.500,drone_001,PLAN2,104.150688,30.590063,2999.7,115.79,0.2,27.73
2026-06-04 10:03:10.500,drone_002,PLAN2,103.945124,30.740391,2502.1,24.48,0.52,25.29
2026-06-04 10:03:11.000,drone_001,PLAN2,104.150734,30.589169,2999.8,116.12,0.94,27.72
2026-06-04 10:03:11.000,drone_002,PLAN2,103.944389,30.739927,2500.7,24.15,-0.43,26.21
2026-06-04 10:03:11.500,drone_001,PLAN2,104.150747,30.588298,2997.3,117.8,0.11,27.81
2026-06-04 10:03:11.500,drone_002,PLAN2,103.94373,30.739494,2500.9,23.29,-0.53,25.84
2026-06-04 10:03:12.000,drone_001,PLAN2,104.150856,30.587313,2998.0,118.02,0.19,27.92
2026-06-04 10:03:12.000,drone_002,PLAN2,103.942983,30.73904,2500.3,22.21,0.4,26.13
2026-06-04 10:03:12.500,drone_001,PLAN2,104.150839,30.586401,2997.9,119.03,0.48,27.49
2026-06-04 10:03:12.500,drone_002,PLAN2,103.942327,30.738639,2500.8,21.39,-0.55,25.46
2026-06-04 10:03:13.000,drone_001,PLAN2,104.150875,30.585502,2999.1,119.83,-0.07,28.4
2026-06-04 10:03:13.000,drone_002,PLAN2,103.941648,30.738205,2502.5,20.49,1.13,24.6
2026-06-04 10:03:13.500,drone_001,PLAN2,104.150896,30.584578,3001.1,119.9,0.38,27.44
2026-06-04 10:03:13.500,drone_002,PLAN2,103.94107,30.737797,2500.9,19.92,0.79,25.79
2026-06-04 10:03:14.000,drone_001,PLAN2,104.15099,30.583716,2998.6,121.14,-0.37,28.05
2026-06-04 10:03:14.000,drone_002,PLAN2,103.940294,30.737364,2501.4,18.82,0.57,25.46
2026-06-04 10:03:14.500,drone_001,PLAN2,104.151017,30.582775,2998.1,121.7,1.25,28.3
2026-06-04 10:03:14.500,drone_002,PLAN2,103.939562,30.736925,2502.0,17.63,0.36,25.18
2026-06-04 10:03:15.000,drone_001,PLAN2,104.151101,30.581919,2998.2,122.21,0.06,29.14
2026-06-04 10:03:15.000,drone_002,PLAN2,103.938938,30.736545,2500.6,17.55,-0.59,25.39
2026-06-04 10:03:15.500,drone_001,PLAN2,104.151141,30.580986,2997.2,123.57,-0.39,28.6
2026-06-04 10:03:15.500,drone_002,PLAN2,103.938305,30.736094,2502.3,17.08,0.6,25.09
2026-06-04 10:03:16.000,drone_001,PLAN2,104.151139,30.580129,2996.7,123.96,-0.87,28.01
2026-06-04 10:03:16.000,drone_002,PLAN2,103.937604,30.735653,2503.0,15.74,0.07,24.71
2026-06-04 10:03:16.500,drone_001,PLAN2,104.151189,30.579229,2998.3,124.24,0.81,27.32
2026-06-04 10:03:16.500,drone_002,PLAN2,103.936912,30.735273,2501.1,14.97,0.08,25.97
2026-06-04 10:03:17.000,drone_001,PLAN2,104.151342,30.57838,2996.3,125.55,0.03,26.8
2026-06-04 10:03:17.000,drone_002,PLAN2,103.936294,30.734838,2502.1,14.5,0.95,25.59
2026-06-04 10:03:17.500,drone_001,PLAN2,104.151313,30.577498,2996.0,126.18,-0.11,27.67
2026-06-04 10:03:17.500,drone_002,PLAN2,103.935642,30.734495,2501.9,14.22,-0.84,25.32
2026-06-04 10:03:18.000,drone_001,PLAN2,104.151372,30.576648,2997.6,126.62,-0.36,28.13
2026-06-04 10:03:18.000,drone_002,PLAN2,103.934946,30.734091,2501.8,12.48,-0.17,25.85
2026-06-04 10:03:18.500,drone_001,PLAN2,104.151541,30.575733,2998.1,128.34,0.26,28.26
2026-06-04 10:03:18.500,drone_002,PLAN2,103.934228,30.733658,2501.9,11.89,-0.65,25.74
2026-06-04 10:03:19.000,drone_001,PLAN2,104.151536,30.574921,2996.4,128.37,0.37,28.66
2026-06-04 10:03:19.000,drone_002,PLAN2,103.933595,30.733329,2501.8,11.0,-0.32,25.77
2026-06-04 10:03:19.500,drone_001,PLAN2,104.151565,30.574055,2997.5,129.33,-0.47,28.09
2026-06-04 10:03:19.500,drone_002,PLAN2,103.932989,30.732968,2499.9,10.64,0.2,25.01
2026-06-04 10:03:20.000,drone_001,PLAN2,104.15168,30.573143,2995.4,129.92,-0.13,28.71
2026-06-04 10:03:20.000,drone_002,PLAN2,103.932321,30.732589,2501.9,9.92,0.09,26.18
2026-06-04 10:03:20.500,drone_001,PLAN2,104.151666,30.572389,2995.2,130.76,-0.83,27.8
2026-06-04 10:03:20.500,drone_002,PLAN2,103.931701,30.732086,2504.1,8.99,-0.2,25.68
2026-06-04 10:03:21.000,drone_001,PLAN2,104.151774,30.571469,2996.6,131.22,0.4,28.44
2026-06-04 10:03:21.000,drone_002,PLAN2,103.931004,30.731732,2502.3,8.75,-0.85,25.56
2026-06-04 10:03:21.500,drone_001,PLAN2,104.151882,30.570726,2994.7,132.75,-0.2,28.34
2026-06-04 10:03:21.500,drone_002,PLAN2,103.930369,30.73135,2503.3,7.62,-0.09,25.64
2026-06-04 10:03:22.000,drone_001,PLAN2,104.151959,30.569907,2995.3,132.81,0.47,28.32
2026-06-04 10:03:22.000,drone_002,PLAN2,103.929782,30.731088,2503.8,6.53,-1.03,25.53
2026-06-04 10:03:22.500,drone_001,PLAN2,104.152,30.569052,2995.3,133.91,-0.01,28.21
2026-06-04 10:03:22.500,drone_002,PLAN2,103.929148,30.73066,2501.4,5.8,-0.3,24.91
2026-06-04 10:03:23.000,drone_001,PLAN2,104.152142,30.568288,2995.0,134.69,0.23,27.6
2026-06-04 10:03:23.000,drone_002,PLAN2,103.928459,30.730284,2501.5,5.55,0.33,25.86
2026-06-04 10:03:23.500,drone_001,PLAN2,104.152145,30.567432,2993.5,134.9,-0.63,27.93
2026-06-04 10:03:23.500,drone_002,PLAN2,103.927856,30.73003,2503.6,4.76,0.21,25.72
2026-06-04 10:03:24.000,drone_001,PLAN2,104.152253,30.56668,2993.5,136.38,0.52,28.37
2026-06-04 10:03:24.000,drone_002,PLAN2,103.927253,30.729621,2503.3,3.3,-0.23,24.86
2026-06-04 10:03:24.500,drone_001,PLAN2,104.152304,30.565889,2994.3,136.56,0.04,27.53
2026-06-04 10:03:24.500,drone_002,PLAN2,103.926658,30.729241,2501.8,2.79,-0.23,25.78
2026-06-04 10:03:25.000,drone_001,PLAN2,104.152441,30.565049,2994.4,137.21,-0.92,28.54
2026-06-04 10:03:25.000,drone_002,PLAN2,103.926013,30.728938,2501.8,2.36,0.85,24.82
2026-06-04 10:03:25.500,drone_001,PLAN2,104.152491,30.564317,2993.9,137.74,-0.51,27.61
2026-06-04 10:03:25.500,drone_002,PLAN2,103.925421,30.728611,2502.4,1.53,0.09,25.96
2026-06-04 10:03:26.000,drone_001,PLAN2,104.152613,30.563482,2993.5,138.99,-0.37,28.45
2026-06-04 10:03:26.000,drone_002,PLAN2,103.924843,30.728292,2502.7,1.18,0.7,25.31
2026-06-04 10:03:26.500,drone_001,PLAN2,104.152706,30.562774,2993.7,140.02,-1.01,28.49
2026-06-04 10:03:26.500,drone_002,PLAN2,103.924216,30.727969,2501.0,0.25,0.36,25.63
2026-06-04 10:03:27.000,drone_001,PLAN2,104.152761,30.562001,2992.9,141.01,-0.31,28.28
2026-06-04 10:03:27.000,drone_002,PLAN2,103.923641,30.727654,2501.5,359.48,-0.4,25.85
2026-06-04 10:03:27.500,drone_001,PLAN2,104.152909,30.561299,2993.1,141.64,0.31,29.12
2026-06-04 10:03:27.500,drone_002,PLAN2,103.923027,30.727358,2504.9,358.48,0.27,25.96
2026-06-04 10:03:28.000,drone_001,PLAN2,104.152998,30.560549,2992.6,142.56,-0.23,27.94
2026-06-04 10:03:28.000,drone_002,PLAN2,103.922475,30.727033,2503.5,357.58,-0.48,25.44
2026-06-04 10:03:28.500,drone_001,PLAN2,104.153109,30.559741,2992.5,143.1,-1.29,28.43
2026-06-04 10:03:28.500,drone_002,PLAN2,103.921893,30.726801,2503.5,357.1,0.43,25.09
2026-06-04 10:03:29.000,drone_001,PLAN2,104.153182,30.55906,2993.9,144.04,-0.49,27.59
2026-06-04 10:03:29.000,drone_002,PLAN2,103.921244,30.72645,2503.7,356.95,-0.89,25.34
2026-06-04 10:03:29.500,drone_001,PLAN2,104.153367,30.558337,2992.7,144.2,0.43,27.74
2026-06-04 10:03:29.500,drone_002,PLAN2,103.920719,30.726139,2504.2,355.89,0.26,25.13
2026-06-04 10:03:30.000,drone_001,PLAN2,104.153456,30.557676,2991.9,144.93,-0.68,29.11
2026-06-04 10:03:30.000,drone_002,PLAN2,103.92018,30.725856,2503.8,354.77,-0.24,26.56
2026-06-04 10:03:30.500,drone_001,PLAN2,104.153579,30.556948,2991.5,146.01,-0.01,28.14
2026-06-04 10:03:30.500,drone_002,PLAN2,103.919576,30.725562,2503.5,354.29,0.5,25.18
2026-06-04 10:03:31.000,drone_001,PLAN2,104.153573,30.556218,2991.1,146.54,-0.81,28.31
2026-06-04 10:03:31.000,drone_002,PLAN2,103.919027,30.725337,2504.0,354.18,0.67,25.61
2026-06-04 10:03:31.500,drone_001,PLAN2,104.153753,30.555536,2990.5,147.12,-0.46,28.21
2026-06-04 10:03:31.500,drone_002,PLAN2,103.918422,30.725123,2504.6,352.18,0.24,25.38
2026-06-04 10:03:32.000,drone_001,PLAN2,104.153855,30.55488,2990.9,147.91,-0.64,28.56
2026-06-04 10:03:32.000,drone_002,PLAN2,103.917905,30.72478,2505.1,351.96,0.69,25.78
2026-06-04 10:03:32.500,drone_001,PLAN2,104.154021,30.554215,2989.9,148.79,-0.01,27.86
2026-06-04 10:03:32.500,drone_002,PLAN2,103.917327,30.724494,2504.7,350.74,-0.8,25.34
2026-06-04 10:03:33.000,drone_001,PLAN2,104.154135,30.553506,2989.5,149.52,-1.01,27.87
2026-06-04 10:03:33.000,drone_002,PLAN2,103.916852,30.724306,2504.9,350.5,-0.82,25.56
2026-06-04 10:03:33.500,drone_001,PLAN2,104.154269,30.55289,2990.2,150.04,-0.56,27.51
2026-06-04 10:03:33.500,drone_002,PLAN2,103.916337,30.724058,2505.0,349.7,-0.24,26.36
2026-06-04 10:03:34.000,drone_001,PLAN2,104.154389,30.55222,2988.3,151.16,-0.89,27.89
2026-06-04 10:03:34.000,drone_002,PLAN2,103.915793,30.723802,2504.2,348.95,-0.07,25.53
2026-06-04 10:03:34.500,drone_001,PLAN2,104.154527,30.551566,2988.7,151.32,-0.66,28.4
2026-06-04 10:03:34.500,drone_002,PLAN2,103.915285,30.723542,2503.5,348.03,0.76,24.95
2026-06-04 10:03:35.000,drone_001,PLAN2,104.154668,30.550976,2988.6,152.31,1.11,28.29
2026-06-04 10:03:35.000,drone_002,PLAN2,103.914749,30.72337,2505.7,347.92,0.17,26.94
2026-06-04 10:03:35.500,drone_001,PLAN2,104.154818,30.550323,2989.0,153.17,-0.51,28.06
2026-06-04 10:03:35.500,drone_002,PLAN2,103.914233,30.723158,2505.0,346.52,0.36,25.53
2026-06-04 10:03:36.000,drone_001,PLAN2,104.155017,30.549729,2989.6,154.22,0.17,28.36
2026-06-04 10:03:36.000,drone_002,PLAN2,103.913687,30.722981,2505.3,345.84,-0.25,26.07
2026-06-04 10:03:36.500,drone_001,PLAN2,104.155105,30.549164,2987.4,155.38,-0.94,28.09
2026-06-04 10:03:36.500,drone_002,PLAN2,103.913246,30.722687,2506.1,345.13,-0.57,25.49
2026-06-04 10:03:37.000,drone_001,PLAN2,104.155301,30.548545,2988.1,155.34,-0.42,27.26
2026-06-04 10:03:37.000,drone_002,PLAN2,103.912699,30.722526,2505.3,343.77,0.5,26.45
2026-06-04 10:03:37.500,drone_001,PLAN2,104.15541,30.547956,2988.7,156.32,0.57,29.22
2026-06-04 10:03:37.500,drone_002,PLAN2,103.912217,30.722337,2506.1,343.62,0.28,25.53
2026-06-04 10:03:38.000,drone_001,PLAN2,104.155584,30.547347,2988.0,156.79,-0.82,28.22
2026-06-04 10:03:38.000,drone_002,PLAN2,103.911731,30.722175,2507.6,343.55,-0.11,25.18
2026-06-04 10:03:38.500,drone_001,PLAN2,104.155717,30.546813,2985.6,157.94,0.18,27.56
2026-06-04 10:03:38.500,drone_002,PLAN2,103.911288,30.722055,2507.4,341.84,0.45,26.76
2026-06-04 10:03:39.000,drone_001,PLAN2,104.155935,30.54626,2985.1,158.68,-0.35,28.7
2026-06-04 10:03:39.000,drone_002,PLAN2,103.91078,30.721911,2509.3,341.62,-0.05,26.69
2026-06-04 10:03:39.500,drone_001,PLAN2,104.156032,30.545751,2985.9,159.11,-0.39,27.7
2026-06-04 10:03:39.500,drone_002,PLAN2,103.910315,30.721759,2506.7,341.04,1.08,26.71
2026-06-04 10:03:40.000,drone_001,PLAN2,104.156251,30.545233,2984.5,159.95,-0.01,27.07
2026-06-04 10:03:40.000,drone_002,PLAN2,103.90984,30.721548,2506.2,339.45,-0.09,25.99
2026-06-04 10:03:40.500,drone_001,PLAN2,104.156379,30.544651,2985.1,160.24,-0.33,27.0
2026-06-04 10:03:40.500,drone_002,PLAN2,103.90938,30.721427,2508.2,339.17,-0.02,25.6
2026-06-04 10:03:41.000,drone_001,PLAN2,104.156566,30.54417,2981.7,162.04,-0.49,27.85
2026-06-04 10:03:41.000,drone_002,PLAN2,103.908871,30.721288,2507.7,338.32,0.62,25.87
2026-06-04 10:03:41.500,drone_001,PLAN2,104.156768,30.543587,2984.8,163.56,-0.13,28.37
2026-06-04 10:03:41.500,drone_002,PLAN2,103.90853,30.721131,2508.3,338.06,-0.5,25.66
2026-06-04 10:03:42.000,drone_001,PLAN2,104.156884,30.543207,2983.4,163.0,-0.1,28.09
2026-06-04 10:03:42.000,drone_002,PLAN2,103.908058,30.720974,2507.2,337.13,-0.24,26.18
2026-06-04 10:03:42.500,drone_001,PLAN2,104.157115,30.54268,2981.8,163.54,0.14,27.91
